Periode;Production.Totale.Brute;Production.Totale.Nette;Production brute d'électricité primaire (en GWh);Production nette d'électricité primaire (en GWh);Production.Brute.Nucléaire;Production nette d'électricité nucléaire (en GWh);Production brute d'électricité hydraulique (en GWh);Production nette d'électricité hydraulique (en GWh);Production brute d'électricité éolienne (en GWh);Production nette d'électricité éolienne (en GWh);Production brute d'électricité photovoltaïque (en GWh);Production nette d'électricité photovoltaïque (en GWh);Production brute d'électricité thermique (en GWh);Production nette d'électricité thermique (en GWh);Électricité absorbée pour les pompages (en GWh);Total des importations physiques d'électricité (en GWh);Total des exportations physiques d'électricité (en GWh);Energie appelée réelle yc pertes (consommation calculée yc pertes) (en GWh);Livraisons en basse tension (BT : FC + Corse) (en GWh);Livraisons en moyenne tension (MT : FC + Corse) (en GWh);Livraisons en haute tension (en GWh);Energie appelée réelle yc pertes corrigée du climat (en GWh);Livraisons en basse tension corrigées du climat (en GWh);Livraisons en moyenne tension corrigées du climat (en GWh);Consommation d'électricité primaire (en GWh);Consommation d'électricité primaire corrigée du climat (en GWh);Puissance maximale appelée (en GW);Indice de rigueur climatique pour la France métropolitaine (ref.1 pour la période 1986-2015) (sans unité)
janv-81;27673.76;26411;15710.6;15125;9382.09;8874;6328.51;6251;0;0;0;0;11963.16;11286;95;1216;1598;25934;9785;6269;6011;25497.28469;9460.812715;6221.623958;14648;14428.26506;42.8;1.076147389
févr-81;25285.86978;24108;13892.98978;13360;8657.869384;8189;5235.1204;5171;0;0;0;0;11392.88;10748;61;1040;1445;23642;8886;6033;5653;22764.36505;8227.719042;5927.610109;12894;12451.24635;42.2;1.177794911
mars-81;24890.04866;23808;15685.00866;15124;8802.713456;8326;6882.2952;6798;0;0;0;0;9205.04;8684;87;845;1672;22894;7712;6043;6396;23976.01217;8532.429212;6174.943778;14210;14844.37769;39.7;0.78632392
avr-81;21687.4517;20787;15225.6917;14691;8308.974904;7859;6916.7168;6832;0;0;0;0;6461.76;6096;96;813;1188;20316;6054;5403;6176;20167.58062;5946.749211;5381.432181;14220;14106.92394;36.8;1.040078214
mai-81;21439.90385;20543;15613.08385;15046;8968.702648;8483;6644.3812;6563;0;0;0;0;5826.82;5497;97;638;1478;19606;5675;4914;6401;18319.89437;4761.446146;4713.05142;14109;13000.4127;35.9;1.426366195
juin-81;20196.97631;19380;15173.63631;14641;8275.142712;7827;6898.4936;6814;0;0;0;0;5023.34;4739;144;655;1325;18566;4649;5271;6391;18566;4649;5271;13827;13827;32.7;1
juil-81;19727.38047;18918;14905.44047;14369;8444.303672;7987;6461.1368;6382;0;0;0;0;4821.94;4549;128;667;1031;18426;4570;5051;6374;18426;4570;5051;13877;13877;32.2;1
août-81;17307.71666;16562;12485.77666;12013;7632.331064;7219;4853.4456;4794;0;0;0;0;4821.94;4549;118;816;1003;16257;4545;3828;5829;16257;4545;3828;11708;11708;29.9;1
sept-81;20410.6002;19482;13077.5202;12564;8431.6166;7975;4645.9036;4589;0;0;0;0;7333.08;6918;115;996;1114;19249;4739;5334;6750;19249;4739;5334;12331;12331;34.3;1
oct-81;23625.74022;22600;14669.80022;14151;8092.237424;7654;6577.5628;6497;0;0;0;0;8955.94;8449;85;1040;1169;22386;6481;5719;6911;21250.95904;5684.668436;5546.343459;13937;13120.14511;40.3;1.311297962
nov-81;25388.31858;24202;14439.57858;13873;9299.623776;8796;5139.9548;5077;0;0;0;0;10948.74;10329;73;1131;1269;23991;8444;5887;6583;23616.07205;8162.012141;5842.146831;13662;13455.39206;41.4;1.076775148
déc-81;28799.63785;27507;18031.09785;17348;11030.35185;10433;7000.746;6915;0;0;0;0;10768.54;10159;88;1082;1464;27037;10256;6450;6694;26676.44696;9982.919876;6411.028448;16878;16675.26777;43.3;1.060788299
janv-82;28331.68949;27113;19045.02949;18352;11086.55309;10491;7958.4764;7861;0;0;0;0;9286.66;8761;95;955;1219;26754;10213;6115;6535;26940.0929;10353.52828;6133.499978;17993;18107.69522;45.4;0.969837812
févr-82;25045.19461;23935;16299.13461;15684;10019.21741;9481;6279.9172;6203;0;0;0;0;8746.06;8251;66;745;1088;23526;8585;5998;5914;23772.92977;8771.641543;6026.495729;15275;15428.19669;42.5;0.952715922
mars-82;27438.13035;26185;16731.07035;16084;10661.73235;10089;6069.338;5995;0;0;0;0;10707.06;10101;39;757;1624;25279;9073;6559;6791;24466.44614;8456.765646;6454.482142;15178;14678.83961;41;1.161930664
avr-82;23408.96064;22341;15236.36064;14631;10097.41824;9555;5138.9424;5076;0;0;0;0;8172.6;7710;50;538;1203;21626;6682;5782;6577;20867.6884;6128.16663;5668.164303;13916;13352.84351;40;1.200833446
mai-82;21777.58867;20810;14527.18867;13970;9145.270272;8654;5381.9184;5316;0;0;0;0;7250.4;6840;116;444;1266;19872;5822;5017;6553;19095.3241;5258.863359;4900.388889;13032;12411.7569;36.4;1.237962972
juin-82;20332.16986;19476;13873.58986;13383;7732.371456;7317;6141.2184;6066;0;0;0;0;6458.58;6093;155;679;997;19003;4744;5571;6460;19003;4744;5571;12910;12910;33.1;1
juil-82;20170.16986;19290;13669.18986;13157;8313.593856;7867;5355.596;5290;0;0;0;0;6500.98;6133;104;562;1121;18627;4835;5252;6114;18627;4835;5252;12494;12494;32.7;1
août-82;17321.29941;16583;11912.11941;11480;6901.751808;6531;5010.3676;4949;0;0;0;0;5409.18;5103;83;717;1038;16179;4650;4107;5353;16179;4650;4107;11076;11076;31.2;1
sept-82;19438.27934;18552;11526.43934;11088;7168.057344;6783;4358.382;4305;0;0;0;0;7911.84;7464;79;988;569;18892;5031;5483;6090;18892;5031;5483;11428;11428;34.1;1
oct-82;22763.25654;21774;12879.81654;12450;6560.415744;6208;6319.4008;6242;0;0;0;0;9883.44;9324;79;1319;882;22132;7028;5646;6330;21123.47366;6302.779603;5505.232929;12808;12155.30465;37.8;1.255696848
nov-82;24063.12546;23005;14526.30546;14008;8207.917056;7767;6318.3884;6241;0;0;0;0;9536.82;8997;85;1057;882;23095;8495;5992;5666;23547.01891;8837.399329;6044.038302;14098;14357.59535;42.6;0.913901435
déc-82;28514.618;27275;20618.678;19826;13024.6656;12325;7594.0124;7501;0;0;0;0;7895.94;7449;107;691;1399;26460;10792;6521;5426;26447.40307;10782.45685;6519.717697;19011;19003.15114;43.2;1.001966807
janv-83;28945.20619;27692;20713.24619;19926;13808.67819;13106;6904.568;6820;0;0;0;0;8231.96;7766;140;752;1397;26907;11159;6480;5613;27593.65525;11686.70048;6545.680717;19141;19573.08077;45.2;0.899657928
févr-83;27125.3517;25952;17689.2317;17050;10936.5237;10380;6752.708;6670;0;0;0;0;9436.12;8902;95;1075;1089;25843;11013;6376;5172;24653.63313;10100.20823;6250.471694;16941;16224.17336;46.3;1.200830133
mars-83;27078.16886;25900;17884.78886;17227;11354.80886;10777;6529.98;6450;0;0;0;0;9193.38;8673;111;668;1256;25201;9413;6681;5796;24617.2417;8977.236114;6609.701902;16528;16144.86384;42.2;1.107868856
avr-83;24365.18206;23337;17094.64206;16478;10540.36446;10004;6554.2776;6474;0;0;0;0;7270.54;6859;95;607;1505;22344;8011;5757;5675;21454.24605;7349.631781;5644.134151;15485;14832.4687;40.1;1.199970175
mai-83;22627.93882;21763;17698.93882;17113;9554.18082;9068;8144.758;8045;0;0;0;0;4929;4650;157;750;1970;20386;6593;5489;5781;17970.68664;4875.195442;5090.41377;15736;13423.60941;35.9;1.783013421
juin-83;20992.82433;20183;16555.66433;15997;9210.70233;8742;7344.962;7255;0;0;0;0;4437.16;4186;213;517;1708;18779;4990;5659;5755;18779;4990;5659;14593;14593;32.7;1
juil-83;20857.67756;20026;17409.49756;16773;10954.43516;10397;6455.0624;6376;0;0;0;0;3448.18;3253;229;335;1749;18383;5182;5161;5522;18383;5182;5161;15130;15130;32;1
août-83;18851.11982;18047;16465.05982;15796;12096.55382;11481;4368.506;4315;0;0;0;0;2386.06;2251;191;271;1921;16206;4945;4386;4905;16206;4945;4386;13955;13955;31.5;1
sept-83;21693.147;20744;17115.007;16425;12432.657;11800;4682.35;4625;0;0;0;0;4578.14;4319;163;365;1841;19105;5348;5590;5758;19105;5348;5590;14786;14786;34.1;1
oct-83;24770.4226;23633;17359.9626;16642;13078.523;12413;4281.4396;4229;0;0;0;0;7410.46;6991;211;449;2016;21855;7327;5567;5897;20753.6688;6527.56703;5419.504827;14864;14024.30379;40.4;1.272156181
nov-83;27434.16522;26154;17848.58522;17111;13431.48402;12748;4417.1012;4363;0;0;0;0;9585.58;9043;233;852;1900;24873;9272;6508;5778;24628.62584;9089.158645;6479.036658;15830;15675.83296;45.4;1.044703161
déc-83;31702.33286;30234;22041.49286;21120;16862.05446;16004;5179.4384;5116;0;0;0;0;9660.84;9114;238;686;2389;28293;11964;6560;5850;27899.21769;11662.26367;6522.498708;19179;18939.43578;48.3;1.057495285
janv-84;32957.78443;31482;24024.10443;23054;18072.20483;17175;5951.8996;5879;0;0;0;0;8933.68;8428;256;618;2513;29331;12450;7025;6094;29440.38897;12534.78367;7035.575051;20903;20975.51424;47.4;0.984969174
févr-84;31693.50458;30320;24014.86458;23076;17239.88378;16384;6774.9808;6692;0;0;0;0;7678.64;7244;157;420;2763;27820;11515;6793;5833;26933.23215;10838.44142;6700.059561;20576;19939.82693;47;1.13871584
mars-84;31456.9887;30022;22852.9687;21905;17863.8615;16977;4989.1072;4928;0;0;0;0;8604.02;8117;210;434;2578;27668;11062;6851;6070;25936.18105;9758.358626;6653.477073;19551;18301.37312;46;1.296871733
avr-84;26228.03437;25089;20738.29437;19910;15356.37597;14594;5381.9184;5316;0;0;0;0;5489.74;5179;232;352;2606;22603;8167;5915;6078;21871.66732;7609.474776;5820.237173;17424;16795.06348;44.2;1.162816092
mai-84;25704.60532;24624;20399.30532;19619;14184.18172;13480;6215.1236;6139;0;0;0;0;5305.3;5005;216;307;2642;22073;7015;5735;6404;18581.02598;4588.050479;5131.764663;17068;13435.52575;38.4;2.175492986
juin-84;23307.05594;22410;20500.17594;19762;13024.61434;12378;7475.5616;7384;0;0;0;0;2806.88;2648;265;348;2700;19793;5608;5485;6099;19793;5608;5485;17145;17145;36.1;1
juil-84;22828.63262;21883;18828.19262;18109;13064.59942;12416;5763.5932;5693;0;0;0;0;4000.44;3774;252;346;2286;19691;5446;5667;6248;19691;5446;5667;15917;15917;33.8;1
août-84;20185.21828;19304;16931.01828;16234;13093.00988;12443;3838.0084;3791;0;0;0;0;3254.2;3070;226;411;2179;17310;5122;4672;5389;17310;5122;4672;14240;14240;32.7;1
sept-84;23645.60604;22610;19143.78604;18363;14608.23404;13883;4535.552;4480;0;0;0;0;4501.82;4247;223;390;2483;20294;6035;5431;6187;20294;6035;5431;16047;16047;38.1;1
oct-84;26639.45493;25516;22177.91493;21307;16024.54773;15229;6153.3672;6078;0;0;0;0;4461.54;4209;190;426;2430;23322;7590;6499;6336;22842.90496;7239.578529;6429.83841;19113;18651.5676;39.4;1.107563496
nov-84;27677.90379;26474;23128.38379;22182;17731.27939;16851;5397.1044;5331;0;0;0;0;4549.52;4292;239;623;2427;24431;8968;6314;5947;25690.31835;9924.129575;6452.138746;20139;21182.05634;44.3;0.785902394
déc-84;31398.58647;30024;26760.02647;25648;20971.12327;19930;5788.9032;5718;0;0;0;0;4638.56;4376;185;748;2584;28003;12153;6147;5826;27674.2592;11898.81598;6117.957205;23627;23371.81668;46;1.047471393
janv-85;37587.08871;35902;28237.88871;27082;21954.93431;20876;6282.9544;6206;0;0;0;0;9349.2;8820;233;880;2173;34376;16008;7855;6014;30728.96396;13193.75376;7499.520389;25556;23043.75343;60;1.474003127
févr-85;30320.4704;29003;24993.9704;23978;19239.4888;18294;5754.4816;5684;0;0;0;0;5326.5;5025;211;486;2124;27154;11385;6716;5580;26558.35361;10927.45159;6654.085267;22129;21665.34067;50.9;1.0930477
mars-85;32349.54998;30950;26963.68998;25869;20719.20678;19701;6244.4832;6168;0;0;0;0;5385.86;5081;166;476;2548;28712;11694;6789;6445;26857.03462;10284.20317;6588.300285;23631;22083.70493;46.3;1.30463049
avr-85;27250.73901;26135;24332.55901;23382;17686.15301;16817;6646.406;6565;0;0;0;0;2918.18;2753;269;321;2504;23683;8035;6206;6774;23535.72563;7923.638856;6186.677914;20930;20780.7257;42.5;1.031231763
mai-85;25574.87247;24573;23250.29247;22380;15869.89647;15090;7380.396;7290;0;0;0;0;2324.58;2193;280;453;2177;22569;7302;5811;6926;20976.34059;6125.700946;5573.177827;20376;18554.89197;40.2;1.426726332
juin-85;23105.2627;22221;20788.1027;20035;13510.9715;12847;7277.1312;7188;0;0;0;0;2317.16;2186;187;365;1716;20683;5925;5472;6756;20683;5925;5472;18497;18497;36.4;1
juil-85;24572.81955;23559;21831.65955;20973;16025.54555;15238;5806.114;5735;0;0;0;0;2741.16;2586;171;353;2270;21471;5897;6095;7176;21471;5897;6095;18885;18885;36.1;1
août-85;21619.21857;20707;19739.83857;18934;15288.31577;14537;4451.5228;4397;0;0;0;0;1879.38;1773;149;258;1930;18886;5435;4839;6332;18886;5435;4839;17113;17113;33.5;1
sept-85;25045.6425;23920;20889.3825;19999;17198.1721;16353;3691.2104;3646;0;0;0;0;4156.26;3921;143;277;2744;21310;7218;4464;7041;21310;7218;4464;17389;17389;36.7;1
oct-85;28613.57978;27291;23334.77978;22311;20001.95898;19019;3332.8208;3292;0;0;0;0;5278.8;4980;142;367;2963;24553;8564;5357;7277;23502.16765;7774.911966;5238.844758;19573;18607.75137;45.9;1.225536826
nov-85;33147.27103;31615;26180.95103;25043;22151.59903;21063;4029.352;3980;0;0;0;0;6966.32;6572;244;661;2639;29393;13462;5844;6440;26652.42146;11299.82397;5605.640693;22821;20787.95727;53.6;1.425213316
déc-85;34296.33432;32684;27757.19432;26515;24453.73312;23252;3303.4612;3263;0;0;0;0;6539.14;6169;300;623;3090;29917;14523;5438;6662;30293.96573;14833.08007;5463.379988;23748;24004.47799;51.5;0.953545264
janv-86;36916.16141;35223;30860.38141;29510;25748.77381;24461;5111.6076;5049;0;0;0;0;6055.78;5713;252;878;3365;32484;15860;6169;6805;32301.36034;15710.86777;6156.014507;26771;26636.15292;51.4;1.021093994
févr-86;35379.23834;33758;28138.37834;26927;22950.84074;21803;5187.5376;5124;0;0;0;0;7240.86;6831;140;931;2313;32236;16714;6006;6111;28474.92121;13636.96718;5719.226437;25405;22676.13475;58;1.501420194
mars-86;33543.76351;32034;28986.82351;27735;23746.64111;22559;5240.1824;5176;0;0;0;0;4556.94;4299;298;784;2770;29750;13384;5600;6997;28227.14394;12174.98259;5479.090571;25451;24170.86681;50.5;1.220674266
avr-86;32520.21938;31135;28221.91938;27080;21084.49938;20030;7137.42;7050;0;0;0;0;4298.3;4055;250;642;2978;28549;12841;5357;7701;25433.14332;10293.61179;5077.754285;24494;21638.08719;49.8;1.549939401
mai-86;26265.02338;25277;24892.32338;23982;16031.79858;15230;8860.5248;8752;0;0;0;0;1372.7;1295;314;751;2762;22952;7951;4626;7511;22608.74765;7685.783133;4590.796283;21657;21265.62782;39.6;1.076683248
juin-86;25296.99299;24306;24081.17299;23159;16608.64859;15778;7472.5244;7381;0;0;0;0;1215.82;1147;264;533;2225;22350;7573;4708;7414;22350;7573;4708;21203;21203;39;1
juil-86;25471.4721;24396;24178.2721;23176;18698.1509;17763;5480.1212;5413;0;0;0;0;1293.2;1220;264;649;2288;22493;7265;4789;7669;22493;7265;4789;21273;21273;37.6;1
août-86;22418.29592;21447;20776.35592;19898;16520.22632;15694;4256.1296;4204;0;0;0;0;1641.94;1549;301;505;1801;19850;6612;4058;6899;19850;6612;4058;18301;18301;35.3;1
sept-86;26502.22038;25297;22550.54038;21569;18677.09798;17743;3873.4424;3826;0;0;0;0;3951.68;3728;238;389;2369;23079;8186;4708;7557;23079;8186;4708;19351;19351;40.3;1
oct-86;29593.36589;28227;26075.22589;24908;22450.83389;21328;3624.392;3580;0;0;0;0;3518.14;3319;277;509;3197;25262;9140;5528;7588;26127.95058;9816.887609;5614.020955;21943;22780.7401;44.2;0.846774788
nov-86;31997.73945;30527;28243.21945;26985;24157.17305;22949;4086.0464;4036;0;0;0;0;3754.52;3542;257;632;3498;27404;12001;4942;6764;27621.76858;12173.75599;4957.634013;23862;24043.97576;47.9;0.968464769
déc-86;36320.79328;34663;32372.29328;30938;27480.37648;26106;4891.9168;4832;0;0;0;0;3948.5;3725;303;704;3801;31263;15530;5682;6688;31424.755;15663.56729;5692.787527;27538;27663.81145;50;0.981050537
janv-87;41302.48176;39350;33745.74176;32221;27456.71296;26009;6289.0288;6212;0;0;0;0;7556.74;7129;239;960;2955;37116;20023;5566;6913;33227.0132;16750.16692;5433.297765;29987;26840.37786;62.3;1.488477682
févr-87;34680.67281;33041;30424.77281;29026;25349.61161;24013;5075.1612;5013;0;0;0;0;4255.9;4015;106;767;3168;30534;15357;5279;6546;29888.73174;14806.9678;5254.601016;26519;25940.82798;54.9;1.092867124
mars-87;36168.49811;34503;32283.59811;30838;25943.94931;24576;6339.6488;6262;0;0;0;0;3884.9;3665;138;759;3293;31831;15197;5636;7574;29596.6859;13301.65399;5537.372816;28166;25947.64025;51.5;1.356223746
avr-87;29912.86506;28603;27416.56506;26248;20572.74106;19488;6843.824;6760;0;0;0;0;2496.3;2355;222;632;3454;25559;10156;5269;7565;26353.50962;10829.37694;5310.274494;23204;24103.25254;47.7;0.844548549
mai-87;28729.50035;27475;26776.98035;25633;20158.92155;19096;6618.0588;6537;0;0;0;0;1952.52;1842;319;652;3525;24283;9406;4756;7569;21289.11532;6930.073553;4552.681375;22441;18479.63745;44.4;1.893181879
juin-87;27664.69103;26464;26188.11103;25071;19673.31703;18636;6514.794;6435;0;0;0;0;1476.58;1393;351;481;3553;23041;8027;5178;7526;23041;8027;5178;21648;21648;40.7;1
juil-87;26904.12953;25761;25174.20953;24129;18203.83553;17244;6970.374;6885;0;0;0;0;1729.92;1632;358;761;3270;22894;7802;5098;7671;22894;7802;5098;21262;21262;38.8;1
août-87;23426.29453;22395;21234.21453;20327;15986.94533;15144;5247.2692;5183;0;0;0;0;2192.08;2068;148;680;2370;20557;7554;4043;6873;20557;7554;4043;18489;18489;36.7;1
sept-87;27064.0847;25815;24661.0647;23548;20035.4091;18979;4625.6556;4569;0;0;0;0;2403.02;2267;224;806;2931;23466;7895;5549;7676;23466;7895;5549;21199;21199;41.6;1
oct-87;30718.92611;29349;27107.50611;25942;20590.68731;19505;6516.8188;6437;0;0;0;0;3611.42;3407;224;697;3144;26678;10025;5740;7992;26673.06162;10020.89615;5739.706178;23271;23265.28331;44.9;1.001023823
nov-87;34022.0346;32452;30398.9546;29034;24521.9726;23229;5876.982;5805;0;0;0;0;3623.08;3418;213;813;3408;29644;13258;5561;7317;29019.43238;12735.70415;5532.638063;26226;25596.17495;53;1.102525907
déc-87;37273.26406;35536;33062.94406;31564;27026.00286;25601;6036.9412;5963;0;0;0;0;4210.32;3972;125;844;3471;32784;16343;5992;6895;32700.37689;16271.7214;5988.720786;28812;28736.47159;55.5;1.0109513
janv-88;36519.46733;34790;33243.00733;31699;26411.33213;24951;6831.6752;6748;0;0;0;0;3276.46;3091;102;693;3627;31754;15486;5481;6864;33465.02045;16926.69437;5539.940638;28663;30205.54422;51.5;0.787215634
févr-88;35647.87274;34016;32493.31274;31040;24517.62554;23162;7975.6872;7878;0;0;0;0;3154.56;2976;233;625;3377;31031;15252;5761;6686;30888.37071;15130.46436;5755.221389;28055;27920.43724;54.1;1.020081281
mars-88;36532.87094;34828;33503.39094;31970;26090.59814;24648;7412.7928;7322;0;0;0;0;3029.48;2858;110;704;3124;32298;14917;6244;7714;31358.81856;14121.04122;6200.313473;29440;28476.90765;54.9;1.140917154
avr-88;31073.17104;29694;28929.85104;27672;20990.61024;19830;7939.2408;7842;0;0;0;0;2143.32;2022;80;554;3467;26701;10918;5308;7810;26707.18413;10923.2481;5308.318799;24679;24686.1163;47.9;0.99879887
mai-88;29268.65285;28007;27130.63285;25990;18779.34525;17741;8351.2876;8249;0;0;0;0;2138.02;2017;191;661;3811;24666;8741;5431;8003;25028.59035;9044.12367;5453.848962;22649;23113.81075;41.9;0.916209773
juin-88;28952.36128;27660;27312.54128;26113;20096.15408;18985;7216.3872;7128;0;0;0;0;1639.82;1547;209;434;3777;24108;8073;5694;7981;24108;8073;5694;22561;22561;41.1;1
juil-88;28708.41571;27409;27221.23571;26006;20486.75091;19354;6734.4848;6652;0;0;0;0;1487.18;1403;253;550;3934;23772;8180;5070;8087;23772;8180;5070;22369;22369;40.7;1
août-88;26913.56598;25624;25382.92598;24180;20723.86118;19578;4659.0648;4602;0;0;0;0;1530.64;1444;202;581;3876;22127;8095;4548;7465;22127;8095;4548;20683;20683;40.9;1
sept-88;30095.3773;28615;27816.3773;26465;23480.2681;22182;4336.1092;4283;0;0;0;0;2279;2150;137;530;3986;25022;9000;5594;8191;25022;9000;5594;22872;22872;43.3;1
oct-88;32279.43654;30719;29302.95654;27911;24000.00534;22673;5302.9512;5238;0;0;0;0;2976.48;2808;167;755;3998;27309;10778;5347;8175;27719.18458;11122.22307;5367.765957;24501;24964.57912;46.1;0.922627188
nov-88;36211.70914;34441;28952.82914;27593;23353.24474;22062;5599.5844;5531;0;0;0;0;7258.88;6848;296;846;3262;31729;14631;6159;7527;30479.42575;13575.10516;6099.69442;24881;23771.60252;56.6;1.194454264
déc-88;39425.56709;37515;33043.30709;31494;26591.28189;25121;6452.0252;6373;0;0;0;0;6382.26;6021;440;783;4453;33405;16920;5643;6764;34173.88834;17568.85262;5669.171722;27384;28004.55838;54.3;0.907670034
janv-89;41260.74575;39286;34228.70575;32652;30608.36335;29076;3620.3424;3576;0;0;0;0;7032.04;6634;496;712;4577;34925;17634;6481;6735;34797.44971;17526.30625;6476.025852;28291;28187.07945;56.5;1.015361729
févr-89;35862.72858;34141;30095.26858;28700;27149.18458;25790;2946.084;2910;0;0;0;0;5767.46;5441;295;529;3924;30451;14865;5987;6217;31002.8098;15332.61257;6009.911213;25010;25476.18211;56.3;0.923755237
mars-89;36085.07412;34451;33000.47412;31541;27906.07732;26509;5094.3968;5032;0;0;0;0;3084.6;2910;389;380;4462;29980;13291;6201;7237;31341.95439;14442.82623;6263.439247;27070;28430.40781;51;0.800623124
avr-89;35252.46928;33702;32548.40928;31151;26411.24048;25089;6137.1688;6062;0;0;0;0;2704.06;2551;265;448;4309;29576;12253;5889;7927;27859.72882;10835.0231;5794.214073;27025;25057.44303;51.8;1.327174406
mai-89;30914.5992;29612;29246.1592;28038;22476.2404;21351;6769.9188;6687;0;0;0;0;1668.44;1574;365;420;4534;25133;8988;5992;7933;27110.91633;10670.71825;6112.488563;23559;26021.03091;43.1;0.605762656
juin-89;31131.4496;29734;29135.4696;27851;24530.062;23302;4605.4076;4549;0;0;0;0;1995.98;1883;435;347;4340;25306;8578;6219;8075;25306;8578;6219;23423;23423;44.1;1
juil-89;30426.52383;29059;28113.60383;26877;23595.26263;22414;4518.3412;4463;0;0;0;0;2312.92;2182;434;524;4222;24927;8824;5701;7904;24927;8824;5701;22745;22745;42.4;1
août-89;27310.28454;26065;25014.32454;23899;21391.95734;20321;3622.3672;3578;0;0;0;0;2295.96;2166;343;614;3628;22708;8165;5047;7234;22708;8165;5047;20542;20542;41.6;1
sept-89;29654.59646;28252;25500.45646;24333;22613.09166;21481;2887.3648;2852;0;0;0;0;4154.14;3919;304;686;4025;24609;8807;5778;7532;24609;8807;5778;20690;20690;43.2;1
oct-89;33118.94323;31528;27364.20323;26099;24594.27683;23363;2769.9264;2736;0;0;0;0;5754.74;5429;364;721;4589;27296;10491;6307;7536;28473.7047;11472.71679;6375.190381;21867;23050.45198;47.5;0.786075781
nov-89;36719.81908;34995;29143.99908;27848;24832.18748;23589;4311.8116;4259;0;0;0;0;7575.82;7147;273;871;4332;31261;14429;6384;6950;30550.78552;13832.48474;6349.771375;24114;23505.79832;55;1.107810576
déc-89;38402.43826;36567;31347.07826;29911;27822.91386;26430;3524.1644;3481;0;0;0;0;7055.36;6656;517;1853;3319;34584;17427;6060;6823;35012.87267;17787.48076;6075.390469;27928;28271.77314;59.6;0.949335045
janv-90;40288.29055;38337;31945.03055;30466;28765.08215;27325;3179.9484;3141;0;0;0;0;8343.26;7871;398;1045;3064;35920;18211;6966;6629;36292.02956;18525.60164;6980.818526;28049;28337.73877;58.1;0.957545018
févr-90;33432.20207;31901;28187.32207;26953;23511.04647;22334;4676.2756;4619;0;0;0;0;5244.88;4948;338;603;3156;29010;13579;6115;6083;31854.41563;15988.99618;6232.425458;24062;26454.46376;53.8;0.623178943
mars-90;35085.39104;33515;31375.39104;30015;25812.25304;24520;5563.138;5495;0;0;0;0;3710;3500;310;615;3370;30450;13883;6179;6855;31210.56464;14521.1868;6213.132361;26950;27679.89674;52.1;0.890128333
avr-90;35592.00694;33952;31215.26694;29823;26707.04974;25370;4508.2172;4453;0;0;0;0;4376.74;4129;387;511;4542;29534;12947;6050;7594;28344.58946;11939.27588;5986.835796;25405;24180.44256;51.4;1.211010309
mai-90;31172.96828;29810;29369.90828;28109;23831.06788;22638;5538.8404;5471;0;0;0;0;1803.06;1701;503;272;4177;25402;8812;6169;7780;28110.32872;11076.93846;6330.810229;23701;27015.35124;41.9;0.488816683
juin-90;30873.47696;29532;29601.47696;28332;23982.65696;22782;5618.82;5550;0;0;0;0;1272;1200;413;307;3990;25436;9106;5967;7871;25436;9106;5967;24236;24236;43.4;1
juil-90;31422.03765;30032;29874.43765;28572;24765.86725;23526;5108.5704;5046;0;0;0;0;1547.6;1460;356;477;4334;25819;9127;6207;7984;25819;9127;6207;24359;24359;43.1;1
août-90;29608.33754;28250;28044.83754;26775;24496.37554;23270;3548.462;3505;0;0;0;0;1563.5;1475;362;367;4630;23625;8894;5202;7263;23625;8894;5202;22150;22150;42.2;1
sept-90;32229.71722;30714;29987.81722;28599;27013.38602;25661;2974.4312;2938;0;0;0;0;2241.9;2115;420;392;5165;25521;9068;5937;7698;25521;9068;5937;23406;23406;44.3;1
oct-90;35680.03783;34015;31656.27783;30219;27754.48823;26365;3901.7896;3854;0;0;0;0;4023.76;3796;614;547;5323;28625;11216;6714;7944;29873.54931;12271.58211;6786.975615;24829;26180.187;48.8;0.784953948
nov-90;39213.65259;37457;33093.21259;31683;26573.35659;25243;6519.856;6440;0;0;0;0;6120.44;5774;446;738;5281;32468;15302;6538;7256;32055.82932;14951.72559;6518.910168;26694;26323.98445;58.5;1.058567556
